B1,B2,A1,B3,B4,B5,B6,B7,B8,A2,class
16 ,33 ,1 ,13831 ,20037 ,10 ,9 ,1543 ,1536 ,3 ,0 
14 ,30 ,1 ,20374 ,21689 ,12 ,9 ,1842 ,1462 ,3 ,0 
13 ,27 ,1 ,18797 ,22971 ,10 ,12 ,1509 ,2114 ,3 ,0 
23 ,30 ,1 ,21816 ,24521 ,16 ,9 ,2291 ,1456 ,3 ,0 
11 ,9 ,1 ,20991 ,23970 ,16 ,9 ,2247 ,1370 ,3 ,0 
25 ,41 ,1 ,19983 ,22634 ,13 ,10 ,1670 ,1440 ,3 ,0 
27 ,39 ,1 ,15964 ,19804 ,15 ,9 ,2546 ,1916 ,3 ,0 
30 ,48 ,1 ,22196 ,24616 ,10 ,7 ,1980 ,2433 ,3 ,0 
15 ,29 ,1 ,22019 ,24808 ,12 ,10 ,1725 ,1633 ,3 ,0 
13 ,10 ,1 ,15744 ,20372 ,13 ,11 ,1793 ,1573 ,3 ,0 
9 ,10 ,1 ,21252 ,25645 ,13 ,7 ,2004 ,1238 ,3 ,0 
5 ,6 ,1 ,20616 ,23504 ,10 ,8 ,1582 ,1439 ,3 ,0 
8 ,7 ,1 ,25037 ,25495 ,12 ,9 ,1893 ,1509 ,3 ,0 
12 ,8 ,1 ,18931 ,23342 ,17 ,10 ,2558 ,1552 ,3 ,0 
8 ,6 ,1 ,22757 ,24948 ,11 ,9 ,1664 ,1399 ,3 ,0 
7 ,8 ,1 ,15460 ,21520 ,10 ,9 ,1713 ,1425 ,3 ,0 
20 ,34 ,1 ,18307 ,21638 ,12 ,7 ,2244 ,1985 ,3 ,0 
10 ,10 ,1 ,19196 ,24546 ,11 ,9 ,1797 ,1645 ,3 ,0 
6 ,7 ,1 ,13934 ,18946 ,9 ,10 ,1429 ,1613 ,3 ,0 
15 ,29 ,1 ,23008 ,24532 ,12 ,8 ,2077 ,1679 ,3 ,0 
16 ,32 ,1 ,16866 ,20201 ,10 ,9 ,1671 ,2056 ,3 ,0 
16 ,29 ,1 ,22656 ,23972 ,13 ,10 ,1935 ,1579 ,3 ,0 
8 ,8 ,1 ,20652 ,23317 ,13 ,10 ,1748 ,1394 ,3 ,0 
27 ,35 ,1 ,17020 ,22281 ,16 ,9 ,2461 ,1576 ,3 ,0 
8 ,8 ,1 ,17931 ,24833 ,11 ,10 ,1604 ,1605 ,3 ,0 
18 ,21 ,1 ,17398 ,20235 ,14 ,11 ,2129 ,1735 ,3 ,0 
40 ,52 ,1 ,17959 ,23938 ,9 ,5 ,1956 ,2284 ,3 ,0 
8 ,7 ,1 ,21306 ,24572 ,11 ,10 ,1568 ,1403 ,3 ,0 
18 ,18 ,1 ,16392 ,21760 ,16 ,7 ,2571 ,1332 ,3 ,0 
15 ,20 ,1 ,19026 ,24030 ,14 ,8 ,2269 ,1678 ,3 ,0 
23 ,33 ,1 ,16495 ,21092 ,15 ,8 ,2641 ,1967 ,3 ,0 
25 ,42 ,1 ,19193 ,21475 ,13 ,8 ,2052 ,1892 ,3 ,0 
27 ,39 ,1 ,18013 ,21573 ,14 ,10 ,2353 ,2080 ,3 ,0 
21 ,39 ,1 ,21354 ,23959 ,10 ,7 ,1964 ,1695 ,3 ,0 
31 ,42 ,1 ,19904 ,23734 ,12 ,9 ,1804 ,1549 ,3 ,0 
23 ,40 ,1 ,18023 ,22454 ,10 ,8 ,1572 ,1626 ,3 ,0 
5 ,6 ,1 ,20544 ,23760 ,9 ,9 ,1216 ,1335 ,3 ,0 
24 ,33 ,1 ,18837 ,24454 ,11 ,8 ,2094 ,2011 ,3 ,0 
15 ,10 ,1 ,16423 ,19907 ,18 ,9 ,2676 ,1456 ,3 ,0 
38 ,44 ,1 ,20611 ,22408 ,13 ,8 ,2119 ,1852 ,3 ,0 
15 ,30 ,1 ,20757 ,22984 ,11 ,8 ,1675 ,1482 ,3 ,0 
14 ,27 ,1 ,18023 ,23382 ,8 ,7 ,1441 ,1929 ,3 ,0 
19 ,19 ,1 ,21408 ,24173 ,14 ,10 ,2185 ,1809 ,3 ,0 
16 ,27 ,1 ,23057 ,25998 ,14 ,11 ,2202 ,1771 ,3 ,0 
28 ,45 ,1 ,18027 ,22184 ,11 ,9 ,1860 ,1967 ,3 ,0 
22 ,32 ,1 ,15199 ,19574 ,13 ,9 ,2017 ,1734 ,3 ,0 
14 ,29 ,1 ,20867 ,24154 ,9 ,8 ,1354 ,1421 ,3 ,0 
9 ,8 ,1 ,19408 ,22495 ,13 ,9 ,1983 ,1468 ,3 ,0 
10 ,7 ,1 ,20389 ,24072 ,14 ,8 ,2041 ,1257 ,3 ,0 
14 ,7 ,1 ,17109 ,21726 ,18 ,8 ,2610 ,1289 ,3 ,0 
25 ,37 ,1 ,20379 ,24892 ,15 ,10 ,2299 ,1740 ,3 ,0 
14 ,24 ,1 ,18223 ,21758 ,12 ,8 ,1915 ,1405 ,3 ,0 
5 ,6 ,1 ,17846 ,21664 ,9 ,10 ,1315 ,1443 ,3 ,0 
21 ,34 ,1 ,16385 ,19652 ,14 ,9 ,1982 ,1404 ,3 ,0 
10 ,7 ,1 ,17694 ,22683 ,15 ,9 ,2376 ,1521 ,3 ,0 
12 ,9 ,1 ,19650 ,21905 ,16 ,10 ,2232 ,1428 ,3 ,0 
16 ,28 ,1 ,21960 ,22901 ,13 ,9 ,2053 ,1562 ,3 ,0 
15 ,21 ,1 ,16759 ,19384 ,10 ,9 ,1634 ,1656 ,3 ,0 
0 ,0 ,1 ,32723 ,24936 ,6 ,1 ,590 ,70 ,3 ,1 
0 ,0 ,1 ,32763 ,24988 ,6 ,1 ,591 ,69 ,3 ,1 
0 ,0 ,1 ,32786 ,25023 ,6 ,1 ,626 ,16 ,3 ,1 
0 ,0 ,1 ,32438 ,24551 ,6 ,1 ,625 ,19 ,3 ,1 
12 ,21 ,1 ,23286 ,24336 ,12 ,8 ,1896 ,1663 ,3 ,0 
5 ,5 ,1 ,20425 ,22374 ,8 ,8 ,1198 ,1466 ,3 ,0 
7 ,6 ,1 ,17541 ,20272 ,13 ,9 ,1887 ,1410 ,3 ,0 
19 ,26 ,1 ,20299 ,23108 ,14 ,8 ,2239 ,1650 ,3 ,0 
11 ,11 ,1 ,18048 ,21647 ,12 ,12 ,1588 ,1816 ,3 ,0 
17 ,24 ,1 ,17848 ,19659 ,13 ,7 ,2313 ,2056 ,3 ,0 
8 ,9 ,1 ,19323 ,23484 ,10 ,8 ,1439 ,1369 ,3 ,0 
18 ,28 ,1 ,19221 ,22801 ,15 ,9 ,2371 ,1765 ,3 ,0 
10 ,10 ,1 ,16440 ,22212 ,12 ,10 ,1752 ,1689 ,3 ,0 
12 ,8 ,1 ,15901 ,19880 ,11 ,7 ,1639 ,1221 ,3 ,0 
9 ,7 ,1 ,19883 ,23777 ,14 ,9 ,2053 ,1408 ,3 ,0 
8 ,9 ,1 ,19284 ,22942 ,12 ,11 ,1748 ,1606 ,3 ,0 
12 ,18 ,1 ,19772 ,21822 ,11 ,9 ,1971 ,1985 ,3 ,0 
15 ,30 ,1 ,20068 ,22196 ,12 ,10 ,1661 ,1430 ,3 ,0 
12 ,9 ,1 ,19689 ,24952 ,14 ,9 ,2193 ,1610 ,3 ,0 
7 ,3 ,1 ,22887 ,25104 ,11 ,6 ,1824 ,1398 ,3 ,0 
10 ,6 ,1 ,18516 ,23078 ,11 ,5 ,2216 ,1323 ,3 ,0 
17 ,36 ,1 ,14139 ,20511 ,12 ,9 ,1701 ,1456 ,3 ,0 
5 ,5 ,1 ,15788 ,19056 ,8 ,8 ,1137 ,1192 ,3 ,0 
15 ,30 ,1 ,19736 ,23315 ,12 ,8 ,1633 ,1349 ,3 ,0 
15 ,22 ,1 ,19438 ,22481 ,15 ,7 ,2330 ,1247 ,3 ,0 
19 ,30 ,1 ,17563 ,22840 ,11 ,11 ,1893 ,2405 ,3 ,0 
21 ,36 ,1 ,17108 ,21250 ,10 ,8 ,1757 ,1969 ,3 ,0 
10 ,18 ,1 ,16943 ,20434 ,8 ,8 ,1237 ,1382 ,3 ,0 
9 ,7 ,1 ,21937 ,22211 ,13 ,10 ,1783 ,1450 ,3 ,0 
30 ,42 ,1 ,17811 ,22207 ,10 ,7 ,1908 ,1873 ,3 ,0 
14 ,10 ,1 ,17082 ,21728 ,15 ,11 ,2128 ,1664 ,3 ,0 
29 ,34 ,1 ,18736 ,22902 ,13 ,10 ,2421 ,2029 ,3 ,0 
20 ,32 ,1 ,22198 ,24071 ,9 ,8 ,1499 ,1721 ,3 ,0 
9 ,6 ,1 ,21702 ,23841 ,15 ,9 ,2218 ,1392 ,3 ,0 
21 ,32 ,1 ,18258 ,22222 ,12 ,8 ,2061 ,1991 ,3 ,0 
25 ,47 ,1 ,19814 ,21434 ,12 ,9 ,1812 ,1445 ,3 ,0 
18 ,27 ,1 ,17488 ,22361 ,13 ,10 ,1968 ,1733 ,3 ,0 
25 ,36 ,1 ,18563 ,20729 ,12 ,8 ,2008 ,1596 ,3 ,0 
15 ,26 ,1 ,19809 ,22759 ,12 ,9 ,1785 ,1628 ,3 ,0 
13 ,10 ,1 ,16170 ,18922 ,15 ,11 ,2148 ,1698 ,3 ,0 
18 ,31 ,1 ,14500 ,19601 ,10 ,9 ,1715 ,1721 ,3 ,0 
23 ,37 ,1 ,16102 ,21985 ,11 ,8 ,1768 ,1482 ,3 ,0 
10 ,6 ,1 ,18614 ,22010 ,16 ,8 ,2362 ,1198 ,3 ,0 
13 ,20 ,1 ,21968 ,23277 ,11 ,8 ,1831 ,1437 ,3 ,0 
26 ,33 ,1 ,19439 ,23645 ,8 ,8 ,1567 ,2293 ,3 ,0 
13 ,26 ,3 ,22016 ,24051 ,12 ,9 ,1965 ,1853 ,3 ,0 
22 ,38 ,3 ,19307 ,23131 ,12 ,9 ,2099 ,2140 ,3 ,0 
14 ,21 ,1 ,17691 ,21540 ,13 ,9 ,2129 ,1995 ,3 ,0 
21 ,35 ,1 ,18377 ,22742 ,13 ,10 ,2060 ,1810 ,3 ,0 
6 ,6 ,2 ,22039 ,25056 ,12 ,9 ,1719 ,1338 ,3 ,0 
10 ,9 ,3 ,19746 ,22786 ,14 ,10 ,1940 ,1404 ,3 ,0 
10 ,7 ,1 ,21009 ,24330 ,15 ,9 ,2246 ,1388 ,3 ,0 
14 ,30 ,1 ,16655 ,20396 ,10 ,10 ,1709 ,2105 ,3 ,0 
17 ,29 ,1 ,19665 ,22557 ,14 ,9 ,1949 ,1410 ,3 ,0 
15 ,15 ,1 ,20605 ,22783 ,15 ,7 ,2144 ,1178 ,3 ,0 
0 ,0 ,1 ,32937 ,25203 ,7 ,1 ,590 ,70 ,3 ,1 
0 ,0 ,1 ,33225 ,25488 ,6 ,1 ,625 ,15 ,3 ,1 
25 ,35 ,1 ,21556 ,24781 ,16 ,6 ,2658 ,1602 ,3 ,0 
12 ,11 ,1 ,19964 ,23736 ,14 ,11 ,1848 ,1564 ,3 ,0 
8 ,7 ,1 ,14211 ,22058 ,13 ,9 ,1990 ,1346 ,3 ,0 
4 ,20 ,1 ,32734 ,24941 ,6 ,1 ,860 ,494 ,3 ,1 
0 ,0 ,1 ,32759 ,24989 ,6 ,1 ,811 ,465 ,3 ,1 
18 ,24 ,1 ,15088 ,16925 ,18 ,9 ,2518 ,1253 ,3 ,0 
14 ,28 ,1 ,18805 ,23310 ,11 ,9 ,1784 ,1659 ,3 ,0 
20 ,37 ,1 ,20208 ,22823 ,7 ,8 ,1482 ,2408 ,3 ,0 
29 ,45 ,1 ,16806 ,22575 ,11 ,8 ,2042 ,1923 ,3 ,0 
13 ,25 ,1 ,20630 ,22447 ,10 ,9 ,1783 ,1850 ,3 ,0 
28 ,43 ,1 ,19027 ,24073 ,15 ,10 ,2312 ,1682 ,3 ,0 
22 ,35 ,1 ,16877 ,19085 ,12 ,9 ,1604 ,1539 ,3 ,0 
5 ,6 ,1 ,21539 ,22344 ,9 ,9 ,1289 ,1428 ,3 ,0 
20 ,33 ,1 ,20711 ,23110 ,15 ,7 ,2517 ,1720 ,3 ,0 
16 ,28 ,1 ,19585 ,22015 ,12 ,9 ,1993 ,1574 ,3 ,0 
16 ,29 ,1 ,19730 ,22224 ,12 ,10 ,1880 ,1927 ,3 ,0 
27 ,41 ,1 ,17039 ,22128 ,14 ,8 ,2131 ,1639 ,3 ,0 
9 ,8 ,1 ,16174 ,19448 ,11 ,9 ,1752 ,1734 ,3 ,0 
9 ,8 ,1 ,17771 ,21969 ,14 ,9 ,1991 ,1392 ,3 ,0 
8 ,7 ,1 ,15986 ,20608 ,11 ,9 ,1745 ,1584 ,3 ,0 
18 ,29 ,1 ,16740 ,21298 ,12 ,8 ,1934 ,1678 ,3 ,0 
21 ,40 ,1 ,21900 ,22778 ,11 ,7 ,1965 ,1667 ,3 ,0 
7 ,7 ,1 ,19264 ,22501 ,11 ,9 ,1626 ,1518 ,3 ,0 
15 ,38 ,1 ,20612 ,22255 ,14 ,8 ,2091 ,1493 ,3 ,0 
20 ,29 ,1 ,18117 ,20864 ,14 ,7 ,2421 ,1597 ,3 ,0 
12 ,6 ,1 ,20378 ,21472 ,15 ,8 ,2206 ,1357 ,3 ,0 
11 ,8 ,1 ,19508 ,22991 ,14 ,8 ,2497 ,1591 ,3 ,0 
12 ,12 ,1 ,14607 ,17829 ,12 ,9 ,2149 ,1845 ,3 ,0 
9 ,9 ,1 ,19146 ,23360 ,11 ,9 ,1630 ,1341 ,3 ,0 
17 ,29 ,1 ,17208 ,21781 ,12 ,9 ,1909 ,1646 ,3 ,0 
17 ,31 ,1 ,22650 ,24141 ,12 ,8 ,1848 ,1615 ,3 ,0 
9 ,7 ,1 ,18086 ,21375 ,14 ,9 ,2397 ,1676 ,3 ,0 
32 ,46 ,1 ,17157 ,21954 ,13 ,10 ,1849 ,1430 ,3 ,0 
11 ,11 ,1 ,20488 ,22154 ,11 ,7 ,1799 ,1398 ,3 ,0 
11 ,7 ,1 ,20381 ,23113 ,12 ,8 ,1777 ,1366 ,3 ,0 
17 ,28 ,1 ,20560 ,21595 ,13 ,8 ,2118 ,1387 ,3 ,0 
0 ,0 ,1 ,32422 ,24671 ,6 ,1 ,593 ,66 ,3 ,1 
12 ,7 ,1 ,19389 ,23409 ,17 ,9 ,2693 ,1355 ,3 ,0 
16 ,29 ,1 ,20761 ,22985 ,13 ,8 ,2081 ,1467 ,3 ,0 
17 ,35 ,1 ,18782 ,22847 ,13 ,7 ,2002 ,1190 ,3 ,0 
16 ,30 ,1 ,18428 ,22512 ,10 ,9 ,1317 ,1404 ,3 ,0 
17 ,36 ,1 ,17857 ,20456 ,10 ,9 ,1465 ,1470 ,3 ,0 
39 ,81 ,1 ,21101 ,22802 ,14 ,10 ,2355 ,1761 ,3 ,0 
22 ,39 ,1 ,20501 ,23215 ,12 ,10 ,1767 ,1968 ,3 ,0 
12 ,16 ,1 ,18510 ,21695 ,13 ,9 ,2109 ,1648 ,3 ,0 
8 ,8 ,1 ,20994 ,22952 ,13 ,10 ,1845 ,1477 ,3 ,0 
14 ,29 ,1 ,19468 ,20563 ,10 ,11 ,1620 ,2146 ,3 ,0 
20 ,36 ,1 ,20332 ,22439 ,9 ,7 ,1714 ,1874 ,3 ,0 
10 ,7 ,1 ,20796 ,22296 ,16 ,8 ,2381 ,1407 ,3 ,0 
33 ,49 ,1 ,19443 ,20917 ,10 ,7 ,1621 ,1828 ,3 ,0 
9 ,9 ,1 ,17202 ,21668 ,12 ,11 ,1604 ,1527 ,3 ,0 
22 ,38 ,1 ,20410 ,22523 ,13 ,8 ,2108 ,1773 ,3 ,0 
11 ,9 ,1 ,15181 ,21947 ,15 ,10 ,2103 ,1342 ,3 ,0 
10 ,9 ,1 ,20917 ,23698 ,14 ,7 ,2245 ,1401 ,3 ,0 
17 ,46 ,1 ,16045 ,21088 ,11 ,9 ,1654 ,1676 ,3 ,0 
20 ,35 ,1 ,19227 ,23000 ,11 ,10 ,1632 ,1709 ,3 ,0 
15 ,30 ,1 ,22556 ,23102 ,12 ,8 ,1733 ,1306 ,3 ,0 
15 ,29 ,1 ,18602 ,23525 ,11 ,8 ,1565 ,1419 ,3 ,0 
0 ,0 ,1 ,32948 ,25214 ,6 ,1 ,862 ,499 ,3 ,1 
20 ,30 ,1 ,19361 ,21896 ,12 ,8 ,2351 ,2144 ,3 ,0 
21 ,27 ,1 ,20988 ,24623 ,14 ,9 ,2431 ,1912 ,3 ,0 
17 ,32 ,1 ,16955 ,20955 ,9 ,9 ,1478 ,1389 ,3 ,0 
17 ,28 ,1 ,16579 ,19701 ,16 ,7 ,2328 ,1069 ,3 ,0 
28 ,44 ,1 ,18636 ,22250 ,11 ,8 ,2052 ,2004 ,3 ,0 
15 ,26 ,1 ,17517 ,20096 ,11 ,10 ,1814 ,1702 ,3 ,0 
8 ,6 ,1 ,16751 ,20344 ,14 ,8 ,2013 ,1275 ,3 ,0 
22 ,36 ,1 ,19294 ,22463 ,13 ,9 ,2615 ,2393 ,3 ,0 
7 ,10 ,1 ,18231 ,22317 ,7 ,8 ,883 ,1273 ,2 ,0 
10 ,7 ,1 ,21001 ,22170 ,15 ,8 ,2282 ,1323 ,3 ,0 
10 ,9 ,1 ,21819 ,22912 ,12 ,10 ,1697 ,1485 ,3 ,0 
16 ,28 ,2 ,17216 ,19013 ,14 ,10 ,2153 ,1730 ,3 ,0 
18 ,32 ,3 ,21466 ,23697 ,11 ,8 ,1962 ,2009 ,3 ,0 
25 ,37 ,1 ,20364 ,23500 ,14 ,9 ,1980 ,1469 ,3 ,0 
12 ,25 ,1 ,20311 ,23283 ,11 ,9 ,1605 ,1356 ,3 ,0 
8 ,9 ,1 ,17474 ,21094 ,10 ,9 ,1555 ,1561 ,3 ,0 
27 ,44 ,1 ,15313 ,18860 ,11 ,9 ,1766 ,1591 ,3 ,0 
23 ,36 ,1 ,15666 ,18996 ,10 ,8 ,1834 ,2160 ,3 ,0 
26 ,49 ,1 ,20914 ,23488 ,12 ,9 ,1813 ,1745 ,3 ,0 
8 ,7 ,1 ,21178 ,23453 ,11 ,8 ,1642 ,1372 ,3 ,0 
31 ,44 ,1 ,16965 ,21368 ,13 ,8 ,2362 ,2164 ,3 ,0 
18 ,26 ,1 ,19456 ,23859 ,17 ,8 ,2792 ,1778 ,3 ,0 
11 ,9 ,1 ,21804 ,25247 ,14 ,9 ,1917 ,1367 ,3 ,0 
16 ,24 ,1 ,19812 ,21043 ,14 ,6 ,2377 ,1600 ,3 ,0 
7 ,9 ,1 ,15348 ,19269 ,10 ,9 ,1460 ,1460 ,3 ,0 
18 ,19 ,1 ,17350 ,20351 ,16 ,10 ,2397 ,1836 ,3 ,0 
19 ,30 ,1 ,19098 ,23145 ,14 ,9 ,2355 ,1984 ,3 ,0 
14 ,26 ,1 ,20404 ,23053 ,12 ,8 ,2107 ,1598 ,3 ,0 
16 ,28 ,1 ,20057 ,23550 ,12 ,10 ,1682 ,1534 ,3 ,0 
10 ,7 ,1 ,22237 ,24655 ,15 ,9 ,2179 ,1395 ,3 ,0 
7 ,8 ,1 ,16483 ,19506 ,11 ,10 ,1632 ,1613 ,3 ,0 
15 ,27 ,1 ,19920 ,22296 ,11 ,9 ,1555 ,1493 ,3 ,0 
19 ,36 ,1 ,18655 ,22242 ,14 ,10 ,2186 ,1599 ,3 ,0 
28 ,56 ,1 ,20505 ,24071 ,13 ,8 ,2029 ,1350 ,3 ,0 
14 ,28 ,1 ,18308 ,21767 ,9 ,8 ,1561 ,1652 ,3 ,0 
9 ,8 ,1 ,21269 ,22899 ,14 ,9 ,2104 ,1556 ,3 ,0 
20 ,33 ,1 ,15444 ,21456 ,14 ,9 ,2021 ,1375 ,3 ,0 
0 ,0 ,1 ,32471 ,24718 ,7 ,1 ,575 ,14 ,3 ,1 
0 ,0 ,1 ,32471 ,24718 ,7 ,1 ,1153 ,574 ,3 ,1 
25 ,35 ,1 ,18570 ,22801 ,13 ,8 ,2216 ,1807 ,3 ,0 
26 ,39 ,1 ,19235 ,22851 ,13 ,8 ,2088 ,1800 ,3 ,0 
17 ,26 ,1 ,17436 ,19805 ,14 ,9 ,2165 ,1617 ,3 ,0 
8 ,7 ,1 ,15035 ,20709 ,12 ,9 ,1770 ,1425 ,3 ,0 
17 ,31 ,1 ,16012 ,21039 ,11 ,7 ,1701 ,1178 ,3 ,0 
11 ,8 ,1 ,22422 ,22510 ,15 ,11 ,2443 ,2138 ,3 ,0 
22 ,34 ,1 ,16440 ,20273 ,16 ,8 ,2291 ,1249 ,3 ,0 
9 ,7 ,1 ,16879 ,20708 ,13 ,9 ,2214 ,1856 ,3 ,0 
17 ,34 ,1 ,23856 ,25265 ,12 ,9 ,1956 ,1940 ,3 ,0 
21 ,32 ,1 ,19108 ,21453 ,17 ,8 ,2728 ,1308 ,3 ,0 
7 ,7 ,1 ,15754 ,19240 ,11 ,10 ,1621 ,1452 ,3 ,0 
19 ,36 ,1 ,20568 ,22395 ,10 ,8 ,1695 ,1751 ,3 ,0 
10 ,4 ,1 ,23121 ,24873 ,15 ,7 ,2060 ,1148 ,3 ,0 
488 ,2769 ,1 ,28116 ,21796 ,39 ,184 ,6086 ,30504 ,3 ,1 
18 ,33 ,1 ,16342 ,19036 ,13 ,9 ,2018 ,1447 ,3 ,0 
23 ,34 ,1 ,13699 ,20377 ,14 ,10 ,2412 ,2226 ,3 ,0 
20 ,35 ,1 ,13557 ,17411 ,14 ,8 ,2171 ,1458 ,3 ,0 
7 ,7 ,1 ,16373 ,20646 ,10 ,8 ,1463 ,1254 ,3 ,0 
19 ,36 ,1 ,23561 ,24771 ,12 ,9 ,1800 ,1728 ,3 ,0 
16 ,24 ,1 ,19380 ,23825 ,14 ,9 ,2174 ,1481 ,3 ,0 
22 ,36 ,1 ,15072 ,18841 ,11 ,9 ,1837 ,1835 ,3 ,0 
12 ,26 ,1 ,17243 ,22055 ,10 ,9 ,1497 ,1603 ,3 ,0 
19 ,33 ,1 ,18384 ,20822 ,14 ,8 ,2316 ,1597 ,3 ,0 
22 ,32 ,1 ,18302 ,21848 ,14 ,8 ,2457 ,1680 ,3 ,0 
17 ,32 ,1 ,14164 ,19620 ,13 ,9 ,1969 ,1626 ,3 ,0 
1 ,8 ,1 ,32653 ,24869 ,6 ,1 ,586 ,74 ,3 ,1 
0 ,0 ,1 ,32785 ,25015 ,6 ,1 ,589 ,70 ,3 ,1 
19 ,31 ,1 ,22684 ,25172 ,15 ,9 ,2371 ,1603 ,3 ,0 
19 ,31 ,1 ,17604 ,20444 ,12 ,9 ,1757 ,1553 ,3 ,0 
17 ,31 ,1 ,19833 ,20857 ,14 ,9 ,2212 ,1584 ,3 ,0 
24 ,39 ,1 ,20203 ,22901 ,10 ,8 ,1802 ,1692 ,3 ,0 
30 ,40 ,1 ,18190 ,22623 ,17 ,6 ,2816 ,1454 ,3 ,0 
25 ,39 ,1 ,20246 ,22115 ,11 ,6 ,1690 ,1352 ,3 ,0 
12 ,26 ,1 ,18024 ,22063 ,10 ,8 ,1517 ,1439 ,3 ,0 
5 ,6 ,1 ,21502 ,24277 ,10 ,8 ,1507 ,1339 ,3 ,0 
16 ,28 ,1 ,22033 ,24782 ,14 ,8 ,2016 ,1222 ,3 ,0 
16 ,31 ,1 ,16289 ,19828 ,10 ,6 ,1781 ,1681 ,3 ,0 
10 ,18 ,1 ,16673 ,22758 ,8 ,8 ,1477 ,1895 ,3 ,0 
11 ,16 ,1 ,14778 ,20297 ,11 ,9 ,1858 ,1766 ,3 ,0 
26 ,39 ,1 ,16336 ,21484 ,10 ,9 ,1573 ,1745 ,3 ,0 
11 ,10 ,1 ,22702 ,25492 ,13 ,10 ,1893 ,1542 ,3 ,0 
8 ,8 ,1 ,20848 ,23051 ,12 ,10 ,1768 ,1553 ,3 ,0 
19 ,27 ,1 ,16623 ,21506 ,17 ,10 ,2332 ,1356 ,3 ,0 
8 ,8 ,1 ,17932 ,20524 ,11 ,10 ,1533 ,1485 ,3 ,0 
12 ,6 ,1 ,19673 ,24179 ,17 ,7 ,2493 ,1196 ,3 ,0 
16 ,11 ,1 ,16685 ,20365 ,15 ,8 ,2463 ,1699 ,3 ,0 
7 ,5 ,1 ,20716 ,22825 ,12 ,8 ,1824 ,1233 ,3 ,0 
33 ,56 ,1 ,19722 ,24419 ,11 ,9 ,1928 ,2056 ,3 ,0 
8 ,9 ,1 ,23075 ,21241 ,13 ,9 ,1969 ,1473 ,3 ,0 
6 ,5 ,1 ,21138 ,21229 ,12 ,8 ,1800 ,1363 ,3 ,0 
23 ,32 ,1 ,16662 ,20186 ,15 ,10 ,2490 ,1541 ,3 ,0 
16 ,28 ,1 ,22446 ,24541 ,12 ,9 ,1729 ,1421 ,3 ,0 
31 ,46 ,1 ,16165 ,20412 ,12 ,9 ,2093 ,1982 ,3 ,0 
19 ,30 ,1 ,18955 ,22794 ,13 ,9 ,2327 ,2003 ,3 ,0 
19 ,28 ,1 ,18716 ,22258 ,14 ,7 ,2469 ,1872 ,3 ,0 
19 ,31 ,1 ,22704 ,24996 ,13 ,7 ,2089 ,1469 ,3 ,0 
6 ,5 ,1 ,18662 ,21927 ,11 ,8 ,1762 ,1369 ,3 ,0 
22 ,35 ,1 ,19634 ,24048 ,9 ,8 ,1597 ,1758 ,3 ,0 
12 ,10 ,1 ,16647 ,20782 ,13 ,8 ,1898 ,1246 ,3 ,0 
18 ,30 ,1 ,14469 ,17900 ,14 ,9 ,2580 ,2084 ,3 ,0 
12 ,19 ,1 ,19218 ,22171 ,11 ,9 ,1706 ,1427 ,3 ,0 
17 ,26 ,1 ,13542 ,16839 ,14 ,10 ,2205 ,1692 ,3 ,0 
14 ,16 ,1 ,18020 ,21550 ,15 ,8 ,2366 ,1522 ,3 ,0 
10 ,13 ,1 ,18325 ,21884 ,12 ,8 ,1639 ,1343 ,3 ,0 
15 ,17 ,1 ,19959 ,23137 ,14 ,10 ,2225 ,1770 ,3 ,0 
24 ,36 ,1 ,19413 ,22546 ,14 ,9 ,2188 ,1738 ,3 ,0 
20 ,30 ,1 ,20597 ,24979 ,16 ,9 ,2642 ,1777 ,3 ,0 
12 ,26 ,1 ,21385 ,23907 ,11 ,8 ,1997 ,1801 ,3 ,0 
10 ,10 ,1 ,14566 ,19095 ,11 ,7 ,1652 ,1264 ,3 ,0 
7 ,6 ,1 ,18394 ,21978 ,11 ,9 ,1509 ,1388 ,3 ,0 
18 ,32 ,1 ,17023 ,21126 ,10 ,9 ,1670 ,1966 ,3 ,0 
21 ,47 ,1 ,17283 ,21150 ,15 ,9 ,2094 ,1412 ,3 ,0 
20 ,31 ,1 ,20301 ,22994 ,17 ,7 ,2630 ,1311 ,3 ,0 
30 ,42 ,1 ,20415 ,24589 ,13 ,8 ,2329 ,1820 ,3 ,0 
31 ,38 ,1 ,23207 ,25349 ,16 ,8 ,2723 ,2122 ,3 ,0 
34 ,59 ,1 ,20574 ,23049 ,10 ,7 ,2105 ,2303 ,3 ,0 
18 ,28 ,1 ,18806 ,22892 ,11 ,7 ,2189 ,2096 ,3 ,0 
8 ,9 ,1 ,21383 ,22090 ,10 ,10 ,1578 ,1793 ,3 ,0 
815 ,3551 ,1 ,23289 ,21640 ,46 ,182 ,7131 ,28457 ,3 ,1 
15 ,23 ,1 ,18615 ,21395 ,12 ,8 ,1961 ,1517 ,3 ,0 
0 ,0 ,2 ,32967 ,25233 ,6 ,1 ,589 ,70 ,3 ,1 
37 ,28 ,3 ,17537 ,21443 ,4 ,3 ,267 ,338 ,8 ,0 
22 ,31 ,1 ,16157 ,19571 ,16 ,8 ,2436 ,1400 ,3 ,0 
23 ,37 ,1 ,17727 ,20804 ,14 ,8 ,2319 ,1805 ,3 ,0 
