B1,B2,A1,B3,B4,B5,B6,B7,B8,A2,class
14 ,29 ,1 ,19213 ,21875 ,11 ,9 ,1632 ,1480 ,3 ,0 
10 ,8 ,1 ,19199 ,21988 ,14 ,10 ,1810 ,1425 ,3 ,0 
9 ,5 ,1 ,19522 ,21922 ,14 ,7 ,2166 ,1246 ,3 ,0 
10 ,7 ,1 ,23360 ,24206 ,13 ,9 ,1971 ,1479 ,3 ,0 
31 ,53 ,1 ,17958 ,21934 ,10 ,6 ,1665 ,1676 ,3 ,0 
27 ,20 ,1 ,24739 ,24751 ,16 ,6 ,3233 ,2208 ,3 ,0 
8 ,7 ,1 ,16326 ,20824 ,13 ,10 ,1943 ,1433 ,3 ,0 
11 ,8 ,1 ,17726 ,21072 ,12 ,7 ,2078 ,1480 ,3 ,0 
24 ,37 ,1 ,20582 ,23039 ,14 ,9 ,2122 ,1689 ,3 ,0 
10 ,8 ,1 ,16418 ,21149 ,14 ,9 ,2168 ,1558 ,3 ,0 
18 ,36 ,1 ,20842 ,23466 ,8 ,8 ,1135 ,1257 ,10 ,0 
22 ,36 ,1 ,18673 ,21161 ,12 ,8 ,1791 ,1357 ,3 ,0 
32 ,47 ,1 ,15590 ,19692 ,8 ,8 ,1439 ,1813 ,3 ,0 
24 ,38 ,1 ,17758 ,21585 ,13 ,9 ,1741 ,1504 ,3 ,0 
23 ,36 ,1 ,15858 ,23539 ,14 ,9 ,2220 ,1456 ,3 ,0 
43 ,45 ,1 ,15668 ,18761 ,15 ,9 ,2407 ,1866 ,3 ,0 
31 ,46 ,1 ,20121 ,21987 ,11 ,9 ,1622 ,1672 ,3 ,0 
15 ,33 ,1 ,14442 ,19862 ,8 ,10 ,1088 ,1432 ,2 ,0 
25 ,40 ,1 ,20312 ,22921 ,14 ,9 ,2299 ,1889 ,3 ,0 
25 ,38 ,1 ,21149 ,24219 ,16 ,8 ,2496 ,1489 ,3 ,0 
28 ,39 ,1 ,16525 ,20765 ,11 ,10 ,2003 ,2421 ,3 ,0 
32 ,39 ,1 ,16797 ,22876 ,16 ,8 ,2740 ,1802 ,3 ,0 
11 ,7 ,1 ,17582 ,21719 ,14 ,8 ,2078 ,1169 ,3 ,0 
7 ,7 ,1 ,12031 ,16163 ,10 ,9 ,1551 ,1387 ,3 ,0 
14 ,17 ,1 ,18376 ,22349 ,15 ,10 ,2127 ,1657 ,3 ,0 
0 ,1 ,1 ,32356 ,24625 ,6 ,1 ,600 ,62 ,3 ,1 
47 ,91 ,1 ,17437 ,20646 ,12 ,9 ,1554 ,1444 ,3 ,0 
9 ,9 ,1 ,24996 ,26809 ,12 ,9 ,1703 ,1364 ,3 ,0 
7 ,7 ,1 ,19769 ,21018 ,11 ,9 ,1569 ,1420 ,3 ,0 
20 ,23 ,1 ,19626 ,21419 ,15 ,11 ,2009 ,1542 ,3 ,0 
20 ,30 ,1 ,15266 ,20227 ,13 ,9 ,2052 ,1883 ,3 ,0 
7 ,8 ,1 ,22494 ,24606 ,11 ,10 ,1565 ,1666 ,3 ,0 
31 ,44 ,1 ,22242 ,24921 ,11 ,7 ,1988 ,1834 ,3 ,0 
11 ,7 ,1 ,22553 ,25328 ,18 ,8 ,2837 ,1538 ,3 ,0 
9 ,8 ,1 ,19646 ,21140 ,14 ,10 ,1935 ,1419 ,3 ,0 
27 ,38 ,1 ,17383 ,22280 ,13 ,9 ,2195 ,1749 ,3 ,0 
11 ,13 ,1 ,18753 ,19657 ,12 ,9 ,1648 ,1367 ,3 ,0 
15 ,23 ,1 ,16754 ,20492 ,14 ,9 ,2095 ,1480 ,3 ,0 
14 ,31 ,1 ,17727 ,18101 ,8 ,8 ,1166 ,1290 ,3 ,0 
26 ,42 ,1 ,23790 ,25617 ,12 ,10 ,1906 ,1782 ,3 ,0 
30 ,41 ,1 ,20655 ,21846 ,10 ,8 ,1374 ,1563 ,3 ,0 
25 ,38 ,1 ,16239 ,20784 ,14 ,8 ,2486 ,1857 ,3 ,0 
19 ,16 ,1 ,19655 ,23317 ,8 ,8 ,1190 ,1355 ,3 ,0 
17 ,29 ,1 ,17127 ,21696 ,14 ,10 ,2166 ,2006 ,3 ,0 
17 ,31 ,1 ,16062 ,21114 ,9 ,8 ,1185 ,1321 ,3 ,0 
25 ,39 ,1 ,23418 ,25014 ,13 ,7 ,2561 ,2204 ,3 ,0 
9 ,8 ,1 ,18417 ,21469 ,12 ,9 ,1823 ,1570 ,3 ,0 
30 ,50 ,1 ,17084 ,20318 ,11 ,9 ,1907 ,1985 ,3 ,0 
8 ,9 ,1 ,18433 ,22950 ,12 ,11 ,1700 ,1786 ,3 ,0 
8 ,9 ,1 ,20276 ,21152 ,12 ,11 ,1733 ,1764 ,3 ,0 
11 ,22 ,1 ,18227 ,21367 ,9 ,9 ,1455 ,1766 ,3 ,0 
16 ,21 ,1 ,22115 ,24542 ,12 ,9 ,1802 ,1531 ,3 ,0 
24 ,36 ,1 ,21549 ,22744 ,14 ,9 ,2532 ,2138 ,3 ,0 
8 ,7 ,1 ,18160 ,22475 ,12 ,10 ,1951 ,1694 ,3 ,0 
24 ,39 ,1 ,16702 ,21049 ,13 ,9 ,1894 ,1549 ,3 ,0 
24 ,33 ,1 ,16849 ,22294 ,16 ,9 ,2327 ,1486 ,3 ,0 
14 ,23 ,1 ,20903 ,22301 ,12 ,10 ,1840 ,2002 ,3 ,0 
23 ,42 ,1 ,16912 ,23157 ,9 ,8 ,1735 ,2104 ,3 ,0 
27 ,41 ,1 ,21705 ,25452 ,10 ,8 ,1821 ,1828 ,3 ,0 
35 ,63 ,1 ,21880 ,24278 ,16 ,9 ,2539 ,1778 ,3 ,0 
21 ,25 ,1 ,18538 ,23512 ,17 ,8 ,2780 ,1803 ,3 ,0 
29 ,39 ,3 ,14984 ,19514 ,13 ,9 ,2337 ,2315 ,3 ,0 
20 ,40 ,3 ,22122 ,24367 ,7 ,6 ,1456 ,1668 ,3 ,0 
12 ,12 ,1 ,20325 ,21226 ,13 ,11 ,1826 ,1753 ,3 ,0 
23 ,38 ,1 ,12148 ,16636 ,13 ,10 ,1896 ,1516 ,3 ,0 
30 ,42 ,1 ,19363 ,22656 ,11 ,8 ,2006 ,2215 ,3 ,0 
16 ,30 ,1 ,17374 ,21631 ,11 ,10 ,1559 ,1592 ,3 ,0 
32 ,64 ,1 ,19043 ,21915 ,15 ,10 ,2043 ,1433 ,3 ,0 
12 ,9 ,1 ,18402 ,22795 ,15 ,9 ,2248 ,1529 ,3 ,0 
21 ,32 ,1 ,19978 ,23014 ,12 ,9 ,2015 ,1902 ,3 ,0 
19 ,37 ,1 ,14352 ,19058 ,9 ,8 ,1800 ,2122 ,3 ,0 
7 ,7 ,1 ,18841 ,22658 ,9 ,9 ,1384 ,1489 ,3 ,0 
18 ,43 ,1 ,19260 ,21240 ,10 ,9 ,1359 ,1438 ,3 ,0 
29 ,41 ,1 ,15934 ,20874 ,13 ,11 ,2103 ,1944 ,3 ,0 
25 ,42 ,1 ,19024 ,23451 ,11 ,10 ,1842 ,1871 ,3 ,0 
17 ,28 ,1 ,19001 ,21739 ,14 ,9 ,1995 ,1414 ,3 ,0 
25 ,40 ,1 ,20757 ,24107 ,12 ,9 ,2477 ,2160 ,3 ,0 
6 ,7 ,1 ,17727 ,21320 ,10 ,9 ,1610 ,1730 ,3 ,0 
10 ,9 ,1 ,18971 ,23341 ,14 ,9 ,2022 ,1298 ,3 ,0 
15 ,32 ,1 ,14804 ,18765 ,11 ,10 ,1442 ,1489 ,3 ,0 
14 ,30 ,1 ,18131 ,22173 ,8 ,8 ,1445 ,1861 ,3 ,0 
20 ,40 ,1 ,18309 ,20046 ,16 ,14 ,2406 ,2008 ,3 ,0 
18 ,37 ,1 ,12942 ,18520 ,8 ,7 ,1258 ,1386 ,3 ,0 
21 ,33 ,1 ,18226 ,19903 ,12 ,10 ,1955 ,2079 ,3 ,0 
57 ,64 ,1 ,17100 ,21964 ,9 ,8 ,1800 ,2563 ,3 ,0 
8 ,8 ,1 ,19915 ,24265 ,13 ,10 ,1820 ,1511 ,3 ,0 
13 ,12 ,1 ,19100 ,21290 ,15 ,10 ,2371 ,1830 ,3 ,0 
21 ,29 ,1 ,21539 ,23249 ,14 ,8 ,2200 ,1472 ,3 ,0 
8 ,8 ,1 ,19134 ,21496 ,11 ,10 ,1549 ,1410 ,3 ,0 
10 ,6 ,1 ,16320 ,20963 ,14 ,8 ,2442 ,1542 ,3 ,0 
26 ,42 ,1 ,13154 ,19131 ,8 ,8 ,1526 ,2083 ,3 ,0 
22 ,37 ,1 ,14708 ,18644 ,12 ,10 ,1815 ,1895 ,3 ,0 
21 ,31 ,1 ,19134 ,22017 ,14 ,10 ,2120 ,1686 ,3 ,0 
8 ,8 ,1 ,17426 ,20920 ,11 ,11 ,1555 ,1572 ,3 ,0 
55 ,98 ,1 ,18316 ,21435 ,39 ,66 ,3699 ,4248 ,3 ,0 
9 ,9 ,1 ,15319 ,18918 ,12 ,10 ,1845 ,1768 ,3 ,0 
5 ,6 ,1 ,18793 ,21274 ,9 ,9 ,1273 ,1385 ,3 ,0 
19 ,34 ,1 ,19191 ,21586 ,9 ,8 ,1821 ,2212 ,3 ,0 
23 ,36 ,1 ,16335 ,20828 ,9 ,9 ,1527 ,2027 ,3 ,0 
18 ,30 ,1 ,15497 ,18755 ,12 ,10 ,1870 ,1778 ,3 ,0 
15 ,27 ,1 ,14030 ,19428 ,12 ,12 ,1739 ,2091 ,3 ,0 
17 ,34 ,1 ,24152 ,25996 ,10 ,9 ,1420 ,1269 ,3 ,0 
9 ,10 ,1 ,23398 ,23592 ,7 ,7 ,1039 ,1490 ,6 ,0 
18 ,32 ,1 ,18194 ,20774 ,15 ,9 ,2083 ,1375 ,3 ,0 
7 ,5 ,1 ,26307 ,27336 ,13 ,8 ,1859 ,1351 ,3 ,0 
19 ,28 ,1 ,18891 ,20836 ,14 ,8 ,2509 ,2038 ,3 ,0 
21 ,31 ,1 ,15955 ,21150 ,16 ,9 ,2574 ,1646 ,3 ,0 
15 ,28 ,1 ,20645 ,23755 ,12 ,7 ,1866 ,1293 ,3 ,0 
12 ,30 ,1 ,18614 ,21873 ,8 ,8 ,1119 ,1274 ,3 ,0 
14 ,22 ,1 ,24777 ,23999 ,9 ,8 ,1248 ,1330 ,3 ,0 
30 ,50 ,1 ,19269 ,21270 ,5 ,7 ,956 ,1919 ,2 ,0 
15 ,12 ,1 ,18548 ,22745 ,17 ,9 ,2528 ,1595 ,3 ,0 
4 ,23 ,1 ,32643 ,24850 ,6 ,1 ,686 ,361 ,3 ,1 
10 ,35 ,1 ,32749 ,24978 ,6 ,1 ,557 ,144 ,3 ,1 
0 ,0 ,1 ,32823 ,25049 ,6 ,1 ,1152 ,575 ,3 ,1 
17 ,27 ,1 ,21573 ,23979 ,9 ,9 ,1525 ,1784 ,6 ,0 
22 ,37 ,1 ,19558 ,21313 ,12 ,10 ,1993 ,1807 ,3 ,0 
12 ,6 ,1 ,17838 ,21984 ,17 ,9 ,2443 ,1271 ,3 ,0 
10 ,20 ,1 ,15263 ,20549 ,7 ,9 ,1225 ,2015 ,2 ,0 
45 ,55 ,1 ,11201 ,15027 ,10 ,7 ,1408 ,1326 ,3 ,0 
10 ,12 ,1 ,18806 ,19533 ,10 ,11 ,1280 ,1586 ,1 ,0 
8 ,7 ,1 ,21449 ,23858 ,13 ,9 ,1966 ,1443 ,3 ,0 
20 ,33 ,1 ,14990 ,19112 ,14 ,10 ,2166 ,1484 ,3 ,0 
19 ,37 ,1 ,20340 ,23061 ,10 ,8 ,1840 ,2125 ,3 ,0 
18 ,32 ,1 ,17389 ,18031 ,7 ,7 ,996 ,1364 ,3 ,0 
11 ,9 ,1 ,20603 ,23015 ,16 ,9 ,2270 ,1347 ,3 ,0 
6 ,6 ,1 ,14762 ,19405 ,8 ,8 ,1184 ,1333 ,3 ,0 
7 ,8 ,1 ,15367 ,19391 ,10 ,10 ,1401 ,1550 ,3 ,0 
24 ,60 ,1 ,20654 ,23235 ,11 ,8 ,1671 ,1343 ,3 ,0 
9 ,19 ,1 ,17816 ,23178 ,8 ,6 ,1380 ,1618 ,3 ,0 
9 ,17 ,1 ,21062 ,22264 ,9 ,7 ,1529 ,1908 ,3 ,0 
16 ,27 ,1 ,15556 ,20280 ,14 ,10 ,1923 ,1524 ,3 ,0 
14 ,11 ,1 ,19006 ,21506 ,14 ,9 ,2042 ,1486 ,3 ,0 
26 ,37 ,1 ,19421 ,22375 ,14 ,9 ,2322 ,2056 ,3 ,0 
15 ,31 ,1 ,17629 ,21615 ,10 ,9 ,1739 ,2050 ,3 ,0 
10 ,18 ,2 ,17676 ,21326 ,11 ,8 ,1724 ,1441 ,3 ,0 
14 ,32 ,3 ,18517 ,21554 ,10 ,9 ,1306 ,1406 ,3 ,0 
22 ,67 ,1 ,17950 ,20889 ,11 ,10 ,1550 ,1524 ,3 ,0 
31 ,44 ,1 ,18358 ,22946 ,14 ,9 ,1965 ,1396 ,3 ,0 
17 ,31 ,1 ,19274 ,24103 ,10 ,9 ,1693 ,1716 ,3 ,0 
7 ,8 ,1 ,19386 ,23770 ,6 ,7 ,1050 ,1420 ,3 ,0 
16 ,28 ,1 ,19658 ,24602 ,13 ,10 ,2069 ,1897 ,3 ,0 
13 ,11 ,1 ,21256 ,21407 ,15 ,8 ,2382 ,1668 ,3 ,0 
37 ,51 ,1 ,20076 ,24194 ,11 ,10 ,1933 ,2485 ,3 ,0 
35 ,46 ,1 ,19856 ,21303 ,10 ,9 ,1480 ,1496 ,3 ,0 
29 ,43 ,1 ,18632 ,21988 ,12 ,9 ,2323 ,2314 ,3 ,0 
9 ,10 ,1 ,18516 ,23932 ,12 ,12 ,1736 ,1885 ,3 ,0 
19 ,32 ,1 ,19627 ,22753 ,11 ,10 ,1550 ,1570 ,3 ,0 
33 ,42 ,1 ,16731 ,18945 ,9 ,8 ,1865 ,2227 ,3 ,0 
14 ,29 ,1 ,23629 ,25093 ,7 ,8 ,1292 ,2052 ,3 ,0 
9 ,7 ,1 ,16636 ,20936 ,15 ,9 ,2082 ,1332 ,3 ,0 
12 ,9 ,1 ,19521 ,21269 ,17 ,11 ,2344 ,1675 ,3 ,0 
30 ,46 ,1 ,19280 ,21073 ,9 ,9 ,1641 ,2095 ,3 ,0 
26 ,46 ,1 ,12731 ,20594 ,14 ,9 ,2088 ,1468 ,3 ,0 
24 ,33 ,1 ,20598 ,24480 ,12 ,9 ,2016 ,1831 ,3 ,0 
19 ,29 ,1 ,12038 ,16749 ,15 ,9 ,2433 ,1361 ,3 ,0 
9 ,4 ,1 ,22176 ,23200 ,14 ,8 ,2164 ,1507 ,3 ,0 
12 ,9 ,1 ,16446 ,21494 ,14 ,10 ,2132 ,1800 ,3 ,0 
17 ,28 ,1 ,17714 ,22071 ,13 ,9 ,2215 ,1897 ,3 ,0 
24 ,43 ,1 ,17817 ,20628 ,9 ,9 ,1304 ,1468 ,3 ,0 
15 ,26 ,1 ,9524 ,15246 ,9 ,8 ,1592 ,2004 ,3 ,0 
9 ,8 ,1 ,20592 ,22417 ,15 ,9 ,2156 ,1246 ,3 ,0 
22 ,40 ,1 ,22075 ,24189 ,9 ,9 ,1257 ,1479 ,3 ,0 
20 ,35 ,1 ,21427 ,23877 ,13 ,9 ,1837 ,1397 ,3 ,0 
18 ,34 ,1 ,22027 ,24277 ,10 ,8 ,1678 ,2023 ,3 ,0 
17 ,33 ,1 ,14514 ,18576 ,10 ,7 ,1855 ,2027 ,3 ,0 
39 ,53 ,1 ,19647 ,22328 ,9 ,9 ,1562 ,1867 ,3 ,0 
0 ,0 ,1 ,32369 ,25067 ,7 ,1 ,586 ,57 ,3 ,1 
28 ,39 ,1 ,16633 ,20594 ,10 ,8 ,2013 ,2062 ,3 ,0 
25 ,42 ,1 ,16034 ,20952 ,14 ,7 ,2264 ,1270 ,3 ,0 
20 ,28 ,1 ,20870 ,24045 ,11 ,9 ,1557 ,1419 ,3 ,0 
20 ,33 ,1 ,17753 ,22685 ,12 ,9 ,1894 ,1672 ,3 ,0 
7 ,7 ,1 ,19684 ,23865 ,12 ,9 ,1880 ,1333 ,3 ,0 
9 ,11 ,1 ,13864 ,18343 ,11 ,10 ,1705 ,1839 ,3 ,0 
11 ,15 ,1 ,19732 ,21529 ,12 ,8 ,2001 ,1485 ,3 ,0 
9 ,10 ,1 ,17711 ,21573 ,12 ,10 ,1685 ,1625 ,3 ,0 
9 ,10 ,1 ,14449 ,20091 ,13 ,10 ,2148 ,1780 ,3 ,0 
8 ,9 ,1 ,18085 ,23034 ,13 ,10 ,2017 ,1570 ,3 ,0 
33 ,43 ,1 ,19601 ,22549 ,14 ,7 ,2591 ,2152 ,3 ,0 
15 ,22 ,1 ,18662 ,21572 ,13 ,10 ,1959 ,1793 ,3 ,0 
13 ,15 ,1 ,20101 ,22067 ,10 ,8 ,1831 ,1861 ,3 ,0 
17 ,30 ,2 ,10587 ,16804 ,12 ,10 ,2103 ,1936 ,3 ,0 
20 ,32 ,3 ,14971 ,20320 ,14 ,8 ,2286 ,1568 ,3 ,0 
12 ,28 ,1 ,15544 ,20858 ,10 ,8 ,1568 ,1490 ,3 ,0 
22 ,30 ,1 ,19184 ,21934 ,17 ,8 ,2651 ,1720 ,3 ,0 
14 ,30 ,1 ,19215 ,21480 ,12 ,8 ,1844 ,1323 ,3 ,0 
54 ,69 ,1 ,21528 ,26046 ,10 ,8 ,2076 ,2376 ,3 ,0 
16 ,21 ,1 ,19690 ,23725 ,14 ,8 ,2255 ,1646 ,3 ,0 
11 ,16 ,1 ,20123 ,22699 ,11 ,9 ,1809 ,1602 ,3 ,0 
9 ,9 ,1 ,22901 ,25864 ,13 ,11 ,1931 ,1829 ,3 ,0 
23 ,36 ,1 ,20252 ,23524 ,12 ,9 ,2187 ,1928 ,3 ,0 
10 ,8 ,3 ,17237 ,19657 ,12 ,10 ,1681 ,1431 ,3 ,0 
28 ,52 ,3 ,16277 ,20884 ,12 ,9 ,1784 ,1675 ,3 ,0 
22 ,33 ,1 ,17474 ,22120 ,13 ,9 ,1885 ,1762 ,3 ,0 
7 ,8 ,1 ,21591 ,24560 ,12 ,9 ,1819 ,1355 ,3 ,0 
16 ,17 ,1 ,19028 ,20998 ,15 ,8 ,2203 ,1219 ,3 ,0 
14 ,26 ,1 ,18211 ,22293 ,11 ,9 ,1577 ,1496 ,3 ,0 
35 ,103 ,1 ,19986 ,22722 ,10 ,10 ,1436 ,1475 ,3 ,0 
4 ,6 ,1 ,9486 ,16170 ,7 ,8 ,1055 ,1329 ,3 ,0 
10 ,7 ,1 ,20093 ,22197 ,14 ,11 ,1891 ,1539 ,3 ,0 
7 ,4 ,1 ,14283 ,18282 ,12 ,7 ,1882 ,1230 ,3 ,0 
19 ,29 ,1 ,15754 ,21342 ,14 ,9 ,2085 ,1527 ,3 ,0 
15 ,26 ,1 ,16566 ,19965 ,11 ,10 ,1627 ,1550 ,3 ,0 
13 ,32 ,1 ,18566 ,19991 ,7 ,7 ,1317 ,1627 ,3 ,0 
27 ,32 ,1 ,15088 ,20461 ,16 ,8 ,3011 ,1807 ,3 ,0 
7 ,30 ,1 ,32466 ,24738 ,6 ,1 ,576 ,173 ,3 ,1 
15 ,40 ,1 ,32598 ,24816 ,6 ,1 ,1025 ,617 ,3 ,1 
29 ,47 ,1 ,20924 ,22901 ,10 ,8 ,1533 ,1580 ,3 ,0 
26 ,42 ,1 ,16518 ,21467 ,12 ,9 ,1814 ,1924 ,3 ,0 
15 ,29 ,1 ,15483 ,20447 ,11 ,10 ,1880 ,2009 ,3 ,0 
13 ,20 ,1 ,19321 ,21338 ,13 ,9 ,2229 ,1810 ,3 ,0 
9 ,10 ,1 ,12709 ,17283 ,11 ,10 ,1667 ,1779 ,3 ,0 
22 ,38 ,1 ,18935 ,21692 ,11 ,8 ,1866 ,1549 ,3 ,0 
18 ,31 ,1 ,22653 ,24879 ,10 ,11 ,1645 ,2257 ,3 ,0 
9 ,11 ,1 ,17620 ,20161 ,10 ,10 ,1531 ,1736 ,3 ,0 
7 ,6 ,1 ,18689 ,23336 ,12 ,9 ,1768 ,1357 ,3 ,0 
18 ,31 ,1 ,15223 ,19952 ,13 ,9 ,2239 ,1641 ,3 ,0 
11 ,9 ,1 ,12465 ,17292 ,16 ,11 ,2201 ,1448 ,3 ,0 
14 ,20 ,1 ,20926 ,23772 ,14 ,8 ,2403 ,1730 ,3 ,0 
15 ,30 ,1 ,20146 ,23482 ,12 ,8 ,1624 ,1329 ,3 ,0 
5 ,7 ,1 ,22099 ,23481 ,9 ,9 ,1334 ,1514 ,3 ,0 
40 ,47 ,1 ,14332 ,18616 ,13 ,9 ,2608 ,2428 ,3 ,0 
22 ,40 ,1 ,16299 ,20768 ,7 ,7 ,1091 ,1524 ,3 ,0 
19 ,30 ,1 ,16392 ,21238 ,12 ,9 ,1864 ,1622 ,3 ,0 
13 ,20 ,1 ,15694 ,20483 ,12 ,8 ,2101 ,1824 ,3 ,0 
26 ,40 ,1 ,12924 ,16980 ,9 ,7 ,1872 ,2393 ,3 ,0 
12 ,13 ,1 ,15717 ,19838 ,10 ,10 ,1585 ,1847 ,3 ,0 
21 ,35 ,1 ,20614 ,22995 ,15 ,8 ,2295 ,1486 ,3 ,0 
26 ,38 ,1 ,20156 ,22229 ,13 ,9 ,2399 ,2188 ,3 ,0 
18 ,34 ,1 ,20642 ,22411 ,12 ,8 ,1808 ,1313 ,3 ,0 
25 ,33 ,1 ,18886 ,22396 ,15 ,10 ,2125 ,1784 ,3 ,0 
8 ,8 ,1 ,20588 ,22684 ,14 ,9 ,1993 ,1325 ,3 ,0 
8 ,6 ,1 ,16295 ,20600 ,11 ,7 ,1588 ,1279 ,3 ,0 
12 ,7 ,1 ,14157 ,19792 ,18 ,8 ,2665 ,1140 ,3 ,0 
10 ,12 ,1 ,19222 ,23299 ,11 ,9 ,1935 ,1805 ,3 ,0 
41 ,50 ,1 ,18359 ,22503 ,8 ,6 ,2058 ,2882 ,3 ,0 
19 ,32 ,1 ,20216 ,21418 ,10 ,9 ,1708 ,1811 ,3 ,0 
14 ,27 ,1 ,19328 ,22958 ,12 ,10 ,1709 ,1686 ,3 ,0 
27 ,35 ,1 ,17521 ,21320 ,16 ,9 ,2286 ,1513 ,3 ,0 
23 ,36 ,1 ,20591 ,23949 ,10 ,9 ,1323 ,1376 ,3 ,0 
14 ,24 ,1 ,14802 ,19307 ,12 ,9 ,1872 ,1562 ,3 ,0 
16 ,31 ,1 ,17762 ,20099 ,12 ,7 ,1940 ,1375 ,3 ,0 
24 ,35 ,1 ,15024 ,19725 ,10 ,9 ,1833 ,2307 ,3 ,0 
26 ,37 ,1 ,18896 ,21996 ,14 ,8 ,2673 ,2165 ,3 ,0 
7 ,6 ,1 ,17267 ,21782 ,8 ,7 ,1305 ,1268 ,3 ,0 
5 ,6 ,1 ,21690 ,24157 ,9 ,8 ,1292 ,1350 ,3 ,0 
16 ,27 ,1 ,21563 ,22445 ,13 ,9 ,2036 ,1804 ,3 ,0 
15 ,11 ,1 ,20379 ,24741 ,11 ,9 ,1673 ,1566 ,3 ,0 
10 ,9 ,1 ,17979 ,21492 ,13 ,9 ,1888 ,1491 ,3 ,0 
17 ,34 ,1 ,19806 ,22270 ,8 ,7 ,1457 ,1740 ,3 ,0 
27 ,43 ,1 ,14435 ,18527 ,12 ,9 ,1739 ,1723 ,3 ,0 
9 ,9 ,1 ,18507 ,21698 ,13 ,10 ,1786 ,1698 ,3 ,0 
23 ,34 ,1 ,16599 ,19569 ,14 ,9 ,2304 ,1577 ,3 ,0 
11 ,7 ,1 ,19527 ,22579 ,16 ,9 ,2128 ,1398 ,3 ,0 
6 ,6 ,1 ,13909 ,18704 ,8 ,7 ,1124 ,1180 ,3 ,0 
13 ,13 ,1 ,18420 ,22671 ,12 ,9 ,1873 ,1560 ,3 ,0 
12 ,17 ,1 ,18194 ,22589 ,9 ,7 ,1661 ,1657 ,3 ,0 
10 ,8 ,1 ,20492 ,22563 ,13 ,10 ,2168 ,1869 ,3 ,0 
28 ,45 ,1 ,12695 ,16967 ,13 ,8 ,2215 ,1999 ,3 ,0 
16 ,30 ,1 ,14245 ,21479 ,10 ,8 ,1689 ,1468 ,3 ,0 
23 ,34 ,1 ,21760 ,23008 ,14 ,10 ,2289 ,1908 ,3 ,0 
19 ,31 ,1 ,19595 ,21410 ,12 ,9 ,1696 ,1607 ,3 ,0 
19 ,31 ,1 ,14832 ,19457 ,10 ,10 ,1605 ,1702 ,3 ,0 
10 ,8 ,1 ,16520 ,21473 ,15 ,9 ,2220 ,1519 ,3 ,0 
13 ,31 ,1 ,20067 ,21728 ,9 ,7 ,1743 ,2041 ,3 ,0 
24 ,35 ,1 ,16845 ,19612 ,15 ,8 ,2382 ,1277 ,3 ,0 
2 ,4 ,1 ,21043 ,22862 ,4 ,7 ,582 ,1091 ,2 ,0 
26 ,40 ,1 ,17253 ,21788 ,14 ,7 ,2297 ,1753 ,3 ,0 
12 ,9 ,1 ,17845 ,21474 ,15 ,8 ,2311 ,1240 ,3 ,0 
15 ,31 ,1 ,20221 ,24501 ,7 ,8 ,1107 ,1765 ,3 ,0 
19 ,37 ,1 ,16048 ,19181 ,9 ,10 ,1648 ,2202 ,3 ,0 
26 ,31 ,1 ,16098 ,20495 ,14 ,8 ,2439 ,1795 ,3 ,0 
9 ,11 ,1 ,22592 ,23627 ,9 ,9 ,1371 ,1618 ,3 ,0 
27 ,37 ,1 ,18554 ,22160 ,10 ,9 ,1944 ,2428 ,3 ,0 
18 ,35 ,1 ,21900 ,23886 ,9 ,9 ,1343 ,1438 ,3 ,0 
14 ,22 ,1 ,17403 ,21740 ,12 ,8 ,2064 ,1761 ,3 ,0 
32 ,48 ,1 ,21347 ,23870 ,10 ,7 ,2078 ,2465 ,3 ,0 
16 ,28 ,1 ,18443 ,21370 ,13 ,9 ,1869 ,1394 ,3 ,0 
12 ,25 ,1 ,18026 ,20362 ,11 ,8 ,1779 ,1711 ,3 ,0 
6 ,9 ,1 ,21035 ,23625 ,10 ,10 ,1268 ,1401 ,3 ,0 
11 ,44 ,1 ,26848 ,22306 ,7 ,2 ,624 ,168 ,3 ,1 
15 ,29 ,1 ,18611 ,22366 ,12 ,9 ,1684 ,1407 ,3 ,0 
15 ,20 ,1 ,15514 ,21016 ,9 ,8 ,1731 ,2015 ,10 ,0 
24 ,39 ,1 ,18488 ,21129 ,14 ,11 ,1896 ,1536 ,3 ,0 
29 ,39 ,1 ,22649 ,24291 ,13 ,9 ,2125 ,1660 ,3 ,0 
19 ,33 ,1 ,21831 ,23686 ,11 ,9 ,1972 ,2094 ,3 ,0 
23 ,38 ,1 ,16596 ,20828 ,13 ,12 ,1889 ,1998 ,3 ,0 
4 ,4 ,1 ,19127 ,21903 ,7 ,7 ,1199 ,1323 ,3 ,0 
16 ,27 ,1 ,21026 ,24553 ,13 ,7 ,2058 ,1232 ,3 ,0 
32 ,43 ,1 ,17978 ,22990 ,14 ,10 ,2189 ,1911 ,3 ,0 
18 ,24 ,1 ,15766 ,19214 ,13 ,9 ,2095 ,1930 ,3 ,0 
22 ,37 ,1 ,20451 ,22951 ,13 ,9 ,1957 ,1417 ,3 ,0 
0 ,0 ,1 ,32612 ,24825 ,7 ,1 ,591 ,70 ,3 ,1 
0 ,0 ,1 ,32811 ,25041 ,6 ,1 ,591 ,69 ,3 ,1 
0 ,0 ,1 ,32717 ,24939 ,6 ,1 ,625 ,17 ,3 ,1 
0 ,0 ,1 ,33090 ,25273 ,7 ,1 ,623 ,22 ,3 ,1 
9 ,7 ,1 ,20965 ,23140 ,12 ,8 ,1828 ,1429 ,3 ,0 
